entry_id,page_number,primary_arabic_name,synonyms,full_paragraph,char_count,ocr_confidence,is_plant,confidence,reason,needs_human_review
500,146,حجر السلوان,,"لا فرق بينه وبين البلور إلا أنه يذوب فى الماء قد جرب منه النفع من
الخفقان وحرارة المعدة ونزف الدم وإذا سقى منه العاشق وهو لا يعلم سلا ومنه نوع يضرب

1 إلى الصفرة قيل إنه سم وشربته إلى قيراط",189,0.8777,no,1.0,"المادة توصف صراحة في النص بأنها حجر يشبه ""البلور"" ويذوب في الماء، مما يؤكد أنها مادة معدنية وليست كائناً نباتياً.",No
501,147,ححر الكلب,,"هو الذى إذا طرح للكلب امسكه بفيه أو عضه وقد تواتر أن يورث
التباغض والفرقة إذا وضع فى مكان وأشد ما يكون إذا جعل فى الشراب",120,0.8777,no,1.0,النص يصف حجراً (معدناً) له خواص فيزيائية وسحرية مزعومة وليس له أي صفات تدل على أنه كائن نباتي.,No
502,147,حجر غاغاطيس,,"اسم للوادى الذى ظهر منه هذا الحجر وهو وادى جهئم بين فلسطين
وطبرية من أرض المقدس ويوجد بالاندلس كذا قالوه وأما نحن فقد جلب إلينا هذا الجر
من جبسل يلى آمد من أعمال الفرات وهو أسود إلى الزرقة رزين إذا وضع فى النار أوقد
كالحطب حتى يبقى من الرطل قدر أوقية أبيض صلب لا تأكله النار وحال الحرق تشم منه
رائحة النفط والقار وهو حار يابس فى الثانية إذا شرب قطع الحمل والحسيض وفتت الخصى
واليرقان شربا وحلل الأورام الجلسية طلاء ونفع من اختناق الرحم بخورا وشربا ودخانه
يطرد العقارب والحيات وغالب الهوام ويضر الرئة ريصلحه الزعفران وإذا بخرت به الاشجار
منع الديدان وشربته إلى نصف درهم",567,0.8777,no,1.0,"يصف النص مادة ""حجر غاغاطيس"" (المعروف بالجييت أو الفحم القاري) كحجر معدني يُستخرج من الأرض ويحترق كالحطب، مما يجعله يندرج تحت فئة الأحجار والمعادن وفقاً للقاعدة الثالثة.",No
503,147,حجر الاسفنج,,"حجر يوجد داخله فيل يدخل فيه وقت تولده وقيل رطوبات تنعقد فيه
وأجوده الصلب الابيض حار فى الاولى يابس فى الثشانية قد جرب لتفىيت الحصى واليرقان
شربا وحل الأورام طلاء وإلحام الجروح ذرورا",181,0.8777,no,1.0,النص يصف بوضوح مادة حجرية (معدنية) تتكون في الإسفنج، وبناءً على القواعد الثالثة والرابعة فإن الأحجار والمنتجات الحيوانية لا تُعد نباتاً.,No
504,147,حجر الكرك,,"هو حجر يقذفه البحر الهندى ببعض مواحله فيوجد منه الكبار والصغار
وعليه كدورة فإذا جلى صار كالبلور فى الشمافية والبياض وهو بارد فى الأولى معتدل ينفع
من الخفقان والعطش واللهيب والغثيان وإذا ذر حبس الدم وأما تعليقه والتختم به والشرب
منه فقد شاع أنه يورث الجاه والقبول والموصل ومنع السحر النظرة ويطول الشسعر ويوضع
تحت الوسادة فيمنع الأحلام الرديئة وفى منزل المتباغضين من غير علمهما فيؤلف",381,0.8777,no,1.0,النص يصف بوضوح حجراً معدنياً يستخرج من البحر ويُصقل كالبلور ويُستخدم في التختم، مما يجعله مادة معدنية وليست نباتية.,No
505,147,حجر المحك,,"ويسمى العراقى هو حجر ثقيل إلى البياض يكون بأعمال الموصل
والفرات لزج إذا مر يه على أوساخ قلعها . ويعمل منه كالممارك فى الحمام بالعراق بدل
القيشور بمصر وهو بارد يابس فى الثانية إذا حك بلبن من ترضع ذكرا ولو على غير مسن
أخضر وقطر جلا البياض مجرب واصلح طبقات العين إصلاحا لا يعدله غيره ويشفى القررح
شربا وطلاء",304,0.8777,no,1.0,"النص يصف بوضوح ""حجر المحك"" بأنه حجر ثقيل يستخدم كالممارك في الحمامات، مما يؤكد أنه مادة معدنية وليس نباتاً.",No
506,147,حجر الديك,,"حجر يتولد فى بطون الدجاج وفيل فى الديكة خاصة ‎٠‏ أبيض رخو حار
فى الثانية يابس فى الاولى إذا حك وشرب نفع الخصى والوسواس والهم",124,0.8777,no,1.0,حجر الديك هو عبارة عن حصاة أو جسم صلب يتكون في أحشاء الدجاج (القانصة)، فهو منتج ذو أصل حيواني وليس كائناً نباتياً.,No
507,147,حجر اللثانة والكلى,,"يسمى خرزة البقر والورسين وهو قطع إلى بريق وسواد واجودها الهش
المنقط بالاسود الضارب باطنه إلى بياض وأكثشر ما يتولد بالبقر السود الغزيرة الشعر ذكورا
كانت أو إناثا وعند تولده تميل عين البقرة إلى الصفرة ويستدير بياضها وأجوه الرزين الحديث
وإذا جاوز سنتين سقطت قوته ولا تعمل إلا بعد خروجه بستة عشر يوما والموجود فى بقر

ه14 م ‎٠١‏ - تذكرة أولى الألباب - ج ‎١‏",353,0.8777,no,1.0,"النص يصف ""خرزة البقر"" وهي حصوات تتكون في أجسام الحيوانات (الأبقار)، مما يجعلها منتجاً من أصل حيواني وليس نباتاً.",No
508,147,حجر البقر,,"يسمى خرزة البقر والورسين وهو قطع إلى بريق وسواد واجودها الهش
المنقط بالاسود الضارب باطنه إلى بياض وأكثشر ما يتولد بالبقر السود الغزيرة الشعر ذكورا
كانت أو إناثا وعند تولده تميل عين البقرة إلى الصفرة ويستدير بياضها وأجوه الرزين الحديث
وإذا جاوز سنتين سقطت قوته ولا تعمل إلا بعد خروجه بستة عشر يوما والموجود فى بقر

ه14 م ‎٠١‏ - تذكرة أولى الألباب - ج ‎١‏ الروم والبلاد الباردة أعظم منه فى اليلاد الحارة وهو حار فى الاولى يابس فى الثانية يجلو
البياض كحلا والبهق واليرص والباسور احتمالا بالعل ويلحم الجراح ويفتت الحصى ويدر
البول ويذهب اليرقان وإذا شرب بالجلاب أو مع اللوز والبارجييل أو مع الحيه الخضراء أو
الصنوبر فى الحمام أو عند الخروج منها وأتبع بالمرق الدهن كالدجاج سمن الأبدان جدا وولد
الشحم ونعم الأبدان عن تجربة وهو يضر المحرورين ويصدع وتصلحة الكثيرا وشربته إلى
قيراطين وقيل مثقال منه يقتل",793,0.8746,no,1.0,حجر البقر (أو خرزة البقر) هو حصى مراري يتكون في مرارة الأبقار، فهو مادة من أصل حيواني وليس كائناً نباتياً.,No
509,148,حجر الرحا,,"يسمى القوف وهو أسود مخرق كالإسفنج صلب يتولد بجبال تلى حلب
من المشرق يقطع حوله ويلصق ورق الحديد فيطير من الغد بنفسه وهو حار يابس فى الرابعة
إذا حمى وطفئ فى الخل قطع الرعاف والنزف دخانه وله وينطل بهذا الخل المقعدة فيمنع
بروزها ويشد الاأعصاب ويقطع العرق والإعياء ويضمد بالحجر الترهل والاستقاء فينفعه وإذا
احتمل قطع الباسور ومنع الحمل وحبس دم الحيض",344,0.8746,no,1.0,"المادة الموصوفة هي ""حجر الرحا"" أو ""القوف""، وهو نوع من الأحجار البركانية الصلبة المستخرجة من الجبال، مما يجعله مادة معدنية وليست نباتية.",No
510,148,حجر أرمنى,,"لازوردى لكنه أغبر وأجودء الرزين الهش الخالى من الملوحة يتولد
بأرمينية وجبال فارس وكأنه فج اللازورد وهو حار يابس فى الثانية مفرح ينفع من السوداء
وأمراضها كالجنون والوسواس والاليخوليا والصرع وله فى الجذام فعل عظيم ويجلو الكلى
والمثانة وهو يغثى ويضعم المعدة ويصلحه الغسل بالماء مرارا والمرخ بالكشيرا وشربته إلى
درهم وبدله نصف وزنه لازورد",334,0.8746,no,1.0,"النص يصف ""الحجر الأرمني"" وهو نوع من المعادن (يُعرف علمياً بالأزوريت) ويذكر صراحة أنه حجر يتولد في الجبال وليس كائناً نباتياً.",No
511,148,حجر المسن,,"هو الاشد أو هو حجر ين عليه الحديد وأجوده اللاخضر المجلوب من
الفرس الاحمر فالاسود البراق وأردؤه الاصفر الخفيف والابيض هو التبادج وكله يابس فى
الثالئة والاحمر حار فى الاولى وغيره بارد ينفع من الحكة والجرب وداء الشعلب واللاق
والبياض شربا وطلاء وكحلا والاخضر إذا حكت عليه أشياف العين قوى فعلها وهو يحلل
الخنازير والرطاتات واليواسير ويجلو الأسنان ويحجن النزف ويجلو المعادن خصوصا
المرجان ولكنه يضر الكلى وتصلحه الكثيرا وشربته إلى درهم",428,0.8746,no,1.0,النص يصف بوضوح حجراً يُستخدم لشحذ الحديد وله ألوان وخصائص معدنية وجيولوجية، مما يجعله يندرج تحت تصنيف الأحجار وليس النباتات.,No
512,148,حجر القيشور,,"بالمعجمة أو المهملة وهو حجر الرجل والمحكات وهو حجر يعوم على
الماء لخفته إسفنجى الجسم وهو نوعان أبيض وأسود وأجوده الخثن المجزع الذى يحلق
الشعر ويتولد بجبال إسكندرية من أعمال مصر ومنها يجلب إلى الاقطار وهو حار يابس فى
الاولى أو يبه فى الثالثة يحبس النزف ويحلل الترهل والاستسقاء طلاء وإذا طفىء فى الخل
وشرب ينفع ضيق النفس وحك الرجل به يحد البصر ويذهب الصداع ومحروقه يبيض
الاسنان سنونا ويجلو الآثار طلاء وبالروم حجر مثله يسمى الافروخ ينفع من سموم العقرب
طلاء وشريا",460,0.8746,no,1.0,المادة الموصوفة هي حجر القيشور (المعروف بحجر الخفاف)، وهو حجر معدني بركاني يتميز بخفته ومسامه الإسفنجية وليس كائناً نباتياً.,No
513,148,حجر الخطاطيف,,"يتولد برنديب من أرض الهند فى قدر الائملة رخو إلى الصفرة
والبياض ويسمى حجر اليرقان والخطاطيف يعترى فروخها اليرقان فتصفر فتذهب وتأتيها به
فلا يوجد عندنا منه إلا ما يرى فى بيوت الخطاطيف ويحتالون على جليه يأن تطلى فروخ

5 الخطاطيف بالزعفران فتظن اليرقان نزل يها قتأتيها يه وهو حار يابس فى الثانية قد جرب نفعه
من اليرقان شربا وطلاء ويفتت الحصى ويفتح السدد ويزيل الخفقان ولو حملا",373,0.8693,no,1.0,المادة الموصوفة هي حجر معدني أو كلسي يُجلب من الهند أو يُستخرج من أعشاش طيور الخطاطيف، وليست كائناً نباتياً.,No
514,149,حجر منفى,,"قيل إنه كالزيتون حجما وإنه يوجد بمنف من اعمال الجيزة إذا طلى به
العضو هب حه فلا يشعر بالقطع",91,0.8693,no,1.0,النص والاسم يشيران بوضوح إلى مادة حجرية (معدنية) كانت تستخدم قديماً في التخدير الموضعي وليست كائناً نباتياً.,No
515,149,حجر احية,,"البادزهر ويطلق على قطع ملونة توجد بمعدن الزبرجد يطرد الحيات ‎٠‏ وقيل
يراد به الزمرد",83,0.8693,no,1.0,النص يصف المادة بأنها أحجار توجد في مناجم المعادن كالزبرجد والزمرد، مما يصنفها ضمن الأحجار والمعادن لا النباتات.,No
519,149,حجر الهنود,حجر النسر | حجر شجرى | حجر الدم | حجر الصديد | حجل,"طير اغبر إلى الجمرة ومنه مرقش ليس هو التدرج بل هو القبج أحمر المنثاور
وراس جناحه مطرف بالبياض والسواد كثيرا الدرج قليل الطيران فى حجم الدجاج إلا يسيرا
يبيض من عشرين إلى ثلاثين وتخرج فراخه فى نحو شهر وهو حار فى الثانية يابس فى
الاولى يقارب الدجاج فى اللذة لكن فيه خشونة لحمه ينفع من المالج واللقوة وبرد المعدة
والكبد ويخرج البلغم ولصاقة يقطع الثآليل وإن أكل مشويا أذهب أوجاع الصدر والسعال
ومرارته مع اللؤلؤ البكر يقلع البيياض وكذا دمه المجفف المسحوق مع المينا أعنى الزجاج
الأبيض كحلا والجرب والظفرة » واستتشاق مرارته يصفى الذهن ويجود الحفظ وكبده ينفعم
من الصرع أكلا ورماد ريشه يحلل الأورام الصلبة وزبله يقلع الكلف والنمش طلاء »
وبيضه يورث الفصاحة أكلا وشربه يصفى الصوت ويزيل الخشونة والعال ويمن إذا أكل
نينا بالكدر ويهيج الباه وفشره يقلع البياض كحلا والحجل يصدع المحرور ويولد الحكة
ويصلحه الكنجين ومن خحراصه أنه إذا سمع صوت بعضه رمى نفسه عليه ومن ثم
تربط منه واحدة وتوضع حوليا الأشراك وتضرب حتى تصيح فيرمى نفسه عليه فيمسك

1",923,0.8693,no,1.0,النص يصف طائراً (الحجل) بخصائصه الحيوية كوضع البيض والريش واللحم، والأسماء المرادفة تشير إلى أحجار معدنية أو طيور، وكلاهما ليس نباتاً.,No
522,149,حديد,,"منه ذكر هو الثابرقان والاسطام والفولاذ الطبيعى وهو قليل الوجود وأنثى هو
البرماهن والحديد أحد المعادن المطبوعة وأصله ثبق كثير جيد وكبريت قليل ردئ باطته فضة
رظاهره ذهب عاقته الحرارة الكثيرة واليبس ورادءة الكبريت ويتولد بالشام وفارس والبندقية
ويتخذ من أنثاه الفولاذ الكبير الوجود بأن يعبى فى البوادق أنونا ويحمى أسبوعا بأقوى ما
يكون من النار ثم يلقى عليه ما اجتمع من كل مر كالمظل والصبر مسحوقا بالمرائر حتى
يداخله ويطفأ والحديد حار فى الثانية يابس فى الثالئة إذا طفئ فى ماء أو خمر أو هما معا
وشرب قطع الخفقان وضعف الممعدة والاستسقاء والطحال والكبد والإسهال وهيج الباه وإن
طفى: فى الخل وعمل سكنجبينا قوى الاحشاء والهضم وأدرٌ البول وفتح السدد وإذا سحقت
برادته مع ربعها نوشادر وجعلت فى مكان مرطوب صارت زنهارا وتسمى زعفرانة الحديد
وهذه تقلع البياض والجرب والبل والحكة وتزيل الحمرة حيث كانت كحلا وطلاء وتحمل
بالعسل فتمنع الحمل فرزجة والبواسير فتلا والشقوق والاورام وتسكن النقرس طلاء وتلبت
الشعر فى داء التعلب والعفة ‎٠.‏ وخبث الحديد يفعل ذلك مع ضعف بالنسبة إلى الزعفران
وقد مر التويال

يذل ومن خواصه أنه إذا طفئ فى الشيرج مرة والماء اخرى جذب غير المطفأ من الحديد إلى
نفسه كالمغناطيس وأن يرادته تهذب السم إليها إذا طرحت فى طعام مسموم وتملع الغطيط
تعليقا » وإذا دمس بالرصاص أو المرقشيئا أو الرهج أو العلم قارب الرصاص فى الذوب فإن
أديم سبكه بالإهليلج وزبد البحر وقشر الرمان مع الطفى فى دهن الخروع وماء البقلة لان
وانطرق وكذا إذا سبك بالزهرة وأحرفت عنه بالبارود وبرادة الحديد سم إلى خمسة يخلص
منها شرب المغناطيس واتباعه بالمسهل واللبن والادهان",1431,0.8712,no,1.0,النص يتحدث عن معدن الحديد وأنواعه كالفولاذ والبرماهن ويصفه صراحة بأنه أحد المعادن المطبوعة وليس كائناً نباتياً.,No
523,150,حدأة,,"هى الشوحة وهى من سباع الطيور معروفة كثيرة الوجود حارة فى الثانية يابسة
فيها وقيل فى الأولى إذا طبخ مخها مع الكرات وتمودى على أكله قطع البواسير ومرارتها قد
جربت فى النفع من السموم بالخلاف اكتحالا ثلاثة أميال إذا وضعت فى ماء الرازيانج
وشمست ثلاثة أسابيع قيل وكذا إن جففت فى الظل وبلت بالماء واكتحل بها وإذا حرق الطير
بجملته وشرب منه بمك وماء ورد أزال الربو وضيق النفس والسعال المزمن مجرب ورماد
ريشه يبرئ النقرس كذلك وحكى لى من جرب أن أكله نافع فى إذهاب العقد البلغمية
والسلع المحتاجة إلى القطع وبيضها ينفع من الجذام والحكة والأخلاط المحترقة شربا ‎٠‏ وإذا
طبخت بجملتها فى زيت حتى تتهرى تنفع من الفالج والنقرس وأوجاع الظهر والوركين طلاء
وتقوى العصب ومن نحواصها أن عينها إذا جعلت تحت وسادة ولم يعلم صاحيها منعت
تومه",710,0.8712,no,1.0,النص يصف طائراً من الجوارح (الحدأة) ويذكر استخدام أجزاء حيوانية منه كالمخ والريش والبيض والمرارة في العلاج.,No
529,151,حردون,,"حيوان كالورل الصغير والضب إلى سواد وصفرة يوجد بالبيوت والجبال وهو
حار يابس فى الثانية قد جرب زبله ودمه لإزالة البياض كحلا والآثار كلها طلاء وجلده إذا
حرق وطلى بالعسل منع ألم الضرب والفطع وزبله يغش بالنشا وقيموليا إذا عجنا بماء خحس
الحمار ونزلا من منخل أو بخره الزرازير إذا اعتلقت الأرز ويعرف بسرعة انفراكه وانحلاله",314,0.8684,no,1.0,النص يصف صراحة حيواناً يشبه الورل والضب ويذكر استخدام فضلاته ودمه وجلده في العلاج، فهو كائن حيواني.,No
532,152,ححرباء,,"دوبية كالجراد ذات قوائم أربع تتلون بلون ما تمشى عليه وتنفخ كثيرا ولها
أنياب حادة وهى مولعة بالنظر إلى الشمس تدور معها فإذا صارت فوق رأمها نحيرت
وضربت بلانها حتى يعود الظل وهى حارة يابسة فى الرابعة دمها يمنم نبات الشعر طلاء أثر
القلع وطبيخها يصبغ الالوان إلى الخضرة ولو فى غير الحمام وبيضها من الذخائر ولحمها
يورث الل الدق ء وفيها أعمال سماوية فى الارمدة",353,0.8791,no,1.0,النص يصف الحرباء وهي كائن حيواني من الزواحف له أربع قوائم ويغير لونه وله بيض ولحم ودم، مما يخرجه عن كونه نباتاً.,No
544,154,حقن,,"إنما تتعمل إذا كانت الامراض متفلة سواء احتقرت كذلك او تصاعدت وأشرنا
بالقيد الاخير إلى دخول نحو الدوار والسدد فإنها دماغية ويحقن لها أن أبخرتهما من الكلى
والطحال وهى تحت السرة ويشترط أن تكون الأعضاء الرئيية صحيحة سوية فلا حقنة فى
ضعف أحدها ويجب أن تقم على اعستدال معتدلة لان الغليظة تورث الزحير والفسروح
والرقيقة الأخلاط الفاسدة والانتشار الباردة الريح وسوء الهضم والحارة الفئى والكرب
والبخار الفاسد والكثيرة ضعف الأعضاء والقليلة قصور الفعل ولا يعصر ظرفها ولا يفتح
كشيرا ولا حقئة فى حر النهار ولا برده . وبالجملة فخطرها كثير جدًا يجب فيها التحرى
والاجتهاد قال الطبيب إن الاستاذ أخذ الحقنة من طائر رآه يأكل السمك ثم يتمرغ ببطنه
على الرمل فإذا اشتد ما به جاء إلى البحر فيأخذ ماءه فى فيه ويجعله فى دبره ويلقيه بذلك
استدلوا على أن نحو البورق يزاد فى الحفنة منه إذا زادت الرياح ويجب أن يضجع المحتقن
على جانب الوجع فعلى هذا صاحب وجع الظهر يستلقى وصاحب الإيلاوس على وجهه
وينبغى أن يتقدمها تعريق بالاذهان للامة العصب وهى تطلب كثيرافى الدد . وبما مر علم
أن أول مستخرج لها أبقراط",968,0.8786,no,1.0,"المدخل يتحدث عن ""الحقن"" (الحقنة الشرجية) كإجراء طبي وطريقة علاجية وليس كائناً نباتياً.",No
545,154,ححقنة,,"أوجاع الظهر والمفاصل والرياح الغليظة وصنعتها حلبة تبن بزر كتان عناب
خطمى بابونج شبت رازيانج حسك من كل واحد أوقية ‎٠»‏ وفى نسخة أربع أساتير وهو كثير
وبالاقية التقدير عند القدماء وعبر عنه المتأخرون بالكف والحقّنه والقبضة فظن من لا وقوف
له على اصطلاحات الصناعة أن ذلك تقديرى فغلط وخلط ‎١‏ نخالة نصف أوقية تربط فى
خرقة صفيقة ثم يصب على هذا المقدار قسطان يعنى ثمانية أرطال مصرية من الماء ويطبخ
حتى يذهب ثلثاه فيصفى على أوقيتين من كل من العسل والشيرج إن كان الخلط من السوداء
أو كان الزمان حرا يابسا والا الزيت خصوصا فى القولنج وقد يبدل العسل بالقطر والسكر
بمصر لخفة حره وهو جيد إن لم يكن الخلط بلغميا وثلاثة دراهم من ملح العجين درهم من
البورق إن لم يشتد القولنج ؤإلا العكس ويجب إن كان الخلط عميقا أن يبدل البورق بشحم
الحنظل أو يجمعان ويحذف الملحم خصوصا فى المفاصل السوداوية ‎٠‏ واعلم أن القانون فى

16 الحقنة أن يكون الماء عشرة أمثال الادوية والظبخ حمتى يذهب الثلثشان والكمية تختلف
فالبلغمى المين حده إلى ثلاثمائة درهم والصفراوى المهزول إلى ستة وتعين درهما وما
بينهما بحسبه وفى البلاد الحارة تمزج بالمياه الرطبة كالهندبا فى الصقراء والسلق فى اليلغم
والرازيانج فى السوداء ولا يجوز ذلك فى البلاد الباردة كأنطاكية إلا أن يقع الصفراوى صيفا
ورأيت فى القراباذين الرومى أن جالينوس قدر ماء الحقنة بحسب الازمنة فجعل أكثرها فى
الخريف واحئج بيه وقدر الاكثر بخمسين درهما والاقل فى الربيعم بعشرين وهذا عندى غير
معتبر لان الزمان لا دخل له فى تقليل ماء الحقنة وتكثيره واستناد الأمر حقيقة إنما هو إلى
الأخلاط فيلتأمل وأما الخيارشتبر قيصفى عليه ماء الحقنة وحله إذا اشتذد البلغم أربع
وشعرون درهما وكثيرا ما يستعمل بمصر ليلهم إلى الخفيف الحرارة فيستغئون به غاليا عن نحو
العسل والبورق وقد يجعلون الرب مكانه فى الاحتراقات وهو غلط وعندنا قلما يوضع
البكتر فى الحقنة فإن صحب ذلك برد فى الأرحام زيد الاش والسكبينج والجندبيدستر من
كل درهم أو حرارة بدلت بخمسة من كل بزر الخطمى والخبازى والبتان وفد يزاد إذا كان
هناك بلغم سنبل طيب إذا كان الوجع فى الرحم ونحوه كذلك وإلا شحم حنظل درهم",1849,0.8736,no,1.0,"النص يصف ""الحقنة"" وهي عبارة عن وصفة طبية مركبة وطريقة علاجية تشمل عدة مكونات نباتية ومعدنية، وليست نباتاً بحد ذاتها.",No
546,155,حقئة لضعف الكبد والمثانة جيدة,,"1 حسك سلق من كل خمس قبضات حلبة كف شحم
كلى الماعز ودماغه وخصيته من كل خمسة دراهم ماء حسك أوقيتان لبن حليب رطل يطبخ
كما مر ويحقن به فاترا على الريق ثلاثة أيام متوالية",164,0.8736,no,1.0,النص يصف وصفة طبية مركبة (حقنة) تتكون من أخلاط نباتية وحيوانية، مما يجعله تركيباً دوائياً وليس كائناً نباتياً وفق القاعدة الخامسة.,No
547,155,حقنة,,"لبرد الاحشاء سيما الكلى والرحم وال مثانة وتعرف بحقنة الادهان ‏ وصنعتها
دهن جوز ولوز وبطم من كل أوفيتان سمن أوقية ونصف فإن كانت البرودة عن البلغم كان
اللوز مرا وإن تركبت الاخلاط وقدمت أو كان فى الظهر وجع يد زيت قدر أوقية يضر الكل
مثله بماء ويطبخ حتى يذهب نصفه وتستعمل وهذه يحقن بها فى القبل أيضا وإن كان هناك
استرنخحاء أو انحطاط فى الاعضاء فعل بماء الآس ودهن الزئيق والمرزنجوش والنمام
والقنطريون من كل ملعقتان كما ذكر فى الادهان من خلط وغلى واحتقان فى القبل أو
الدبر وقد يضاف إلى المياه درهم قصب ذريرة",500,0.8736,no,1.0,النص يصف وصفة طبية مركبة (حقنة الادهان) وطريقة علاجية تستخدم عدة مكونات، مما يجعلها تركيباً دوائياً وليست نباتاً.,No
548,155,حقنة,,"ملينة تكر الحدة الصغراوية والدموية بعد الفصد وبتأك استعمالها إن كان هناك
حمى مع قبضص وصنعتها شعير مقشور كفان برز كتان وعناب وسبتان تين نانخواء من
كل كف حك قنطريون دقيق من كل قبضة خطمى عشرة دراهم تطبخ كما مر وتصفى على
سكرجة من كل من العسل والشيرج وأوقيتين سكر أحمر ودرهمين ملح ودرهم بورق
بنقفج نيلوفر من كل خمة دراهم",315,0.8736,no,1.0,النص يصف وصفة طبية مركبة وطريقة تحضيرها لاستخدامها كحقنة شرجية وليس كائناً نباتياً مستقلاً.,No
549,155,حقتة,,"تصلح قروح المعى والسحج مع إطلاق الطبع اسفيداج قرطاس محرق صمغ
عربى من كل درهم صفار ثلاث بيضات مشوية ماء لان الحمل مطبوخ شعير شحم كلى
الماعز دهن ورد من كل نصف جزء سكرجة يخلط الجميع ويحقن به فان أريدت بلا إطلاق
حذفت الاذهان وزيد الورد بأقماعه مع الشعير فى الطبخ

160",263,0.861,no,1.0,النص يصف تركيباً دوائياً لعلاج قروح الأمعاء (حقنة شرجية) مكوناً من خليط من مواد نباتية وحيوانية ومعدنية وليس كائناً نباتياً.,No
550,156,حقنة,,"تحلل الرياح كلها وتخرج الاخلاط اللزجة وتذهب القولنج لب القرع حب قرطم
من كل ثلاثون درهما سبستان أصل سلق أصل كرنب من كل أوقيتان بزر كتان حلبة كمون
نوز مقشر من كل أوقية تين عاب من كل عشرة دراهم نخالة كف خطمى سذاب رطب من
كل باقة ثم إن كان هناك حرارة زائدة فليزد بزر خبازى ملوخيا لسن ثور نوفر من كل ثلاثة
أو كان فى الدماغ ألم مع ذلك زيد حنظل مرضوض ثلاثة فنطريون خمسة تصفى على
أوقتين من كل من العسل فى البلغم والشتاء والا القطر ودهن الناردين أو دهن الورد وشحم
الدجاج",460,0.861,no,1.0,"النص يصف ""الحقنة"" وهي عبارة عن تركيبة دوائية ووصفة علاجية مركبة من عدة مواد وليست اسماً لنبات محدد.",No
555,157,حلزون,,"هو الشنج وخف الغراب وباليونانية فرحوليا وهو عبارة عن صدف داخله
حيوان ويختلف كبرا وبرا وجبلا وطولا وعكها وأجودها الودع الممروف بالكودة وربما
خص قوم الشنج به وأجوده هذا المرقش الصقيل المجلوب عن كيلكرت وأردؤه الشحرى
ويلى الودع الدنيلس الممروف فى مصر بأم الخلول ويليها المفتول الصنوبرى الشكل المنقش
وما عدا هذا ردئ وقشر الحلزون بسائر أنواعه بارد يابس فى الثانية أو الثالثة ولحمه بارد
رطب فى الثانية إلا أن أم الخلول للطفها تستحيل بسرعة إلى الدم الجيد وولحوم ما عداها تولد
البلغم واللزوجات والدد والأخلاط الباردة وتنفع من الحكة واللهيب والحرارة الصفراوية
وينبغى أن يجتنب لخحوم ما كبر منه كالمصاقل وأما أم الخلول قانها تنفع من الخذام والجرب
والحكة والسوداء والجنون والوسواس إذا شريت مطبوخة أو أكلت نيئة وتقطع العطش
واللهيب الصفراوى وينبغى أن تؤكل بيسير الخل وأكلها مع الطحينة كما تفعله اهل مصر
ردئ يولد سددا ويوجب عفونة وقيل إنها إذا بلغت فى إصلاح طبقات العين وقلع البياض
وتحليل الاورام والحمرة والسلاق والجرب وإذا مزج مع الملح المكلس والخل وماء الكرفس
وطلى به خف جفف الفروح والحكة والجرب وسكن النقرس والمفاصل وسائر الحلزون إذا

66 أحرق وقرب من النار وجمعت رطوبته وعجن بها المبر والمر والكندر كان مرهما يدمل
الجراح التى لا برء لها ويقطع الدم حيث كان وإذا رض بلحمه وقشره وطلى حلل الاورام
حيث كانت والطحال ووجع العظم وجذب النطول والسل من البدن وهو يلين كل صلب من
المنطرفات حتى يلحق بأعلاها أدناها ويقال إنه إذا سحق بوزنه من النوشادر ونصفه من
الكبريت وسدسه من الملح النقى وقطر فعل فى المشترى أفعالا جليلة وعقد الهارب وهو
يغلظ الخلط ويسدد ويصلحه العسل",1441,0.8764,no,1.0,"النص يصف الحلزون صراحة بأنه ""عبارة عن صدف داخله حيوان""، مما يجعله كائناً حيوانياً (من الرخويات) وليس نباتاً.",No
