entry_id,page_number,primary_arabic_name,synonyms,full_paragraph,char_count,ocr_confidence,is_plant,confidence,reason,needs_human_review
108,65,أفيون,,"يونانى معناه الممبت هو عصارة الخشخاش وبالبربرية الترياق والسريانية شقيقل
أى المميت للاعضاء وهو ما يؤخذ من الخشخاش إما بالشرط وهو اجود واقوى أو بالطبخ
حتى يغلظ وهو أضعف وأردأ بالعصر وأجوده الماخوذ فى مارس أى أدار وبرمهات الصعيدى
ثم الرومى وله وجود بغالب المشرب والشمال خلاقا لمن أنكره » والاملس الرزين الحاد
الرائحة الابيض السريع الانحلال المشعل بلا ظلمة خالصا ويغش يعصارة الخس البسرى
والصمغ والشحم والمامينا والفرق مخالفة ما ذكر وهو بارد يابس فى الرابعة إن أخذ من
إ الاسود وإلا ففى الثالشة قابض يقطع الإسهال وحيا وينفع من الرمد والصداع والنزلات
والسعال الكائنة عن حرارة وضيق النفس والربو وسائر أمراض الحارين بالطبع وغيرها
بالتخدير ويستعمل الضماد يدهن اللور والزعفران ولبن النساء وفى القتل والعين بصفرة
البيض ودهن الورد ويذهب الثقل والعصير والدم والزحير احتمالا وحيا ختصوصا مع المر
ويقطر فى الاذن فيزيل الصمم ويذهل الحكة واللهرب فى المراهم والقروطى ويشد اللحفن
وهو يكرب ويقط الشهوتين إذا تمردى عليه قيل إلى درهمين ومتى زاد أكله على أربعة أيام
ولاء اعتاده بحيث يفضى تركه إلى موته لأنه يخرق الاغشية خروقا لا يسدها غيره فإذا احتيج
إليه فى نحو حرقان البول من الأمراض العسرة فرق بين نوبه وحكم ما يقع فيه من المركبات
كالبرشعثا والافلونيا حكمه فى ذلك ؛ وبالجملة فهو من السموم وله مركبات تقطعه ستذكر
ويصلحه الجندبيد ستر وشربته إلى قيراط وبدله مثله لفاح أو قشر أصله أو ثلاثة أمثاله بزر
بنج وفى الحبس طباشير وكافور وطين مختوم أو كهربا",1323,0.8766,yes,1,الأفيون هو عصارة نبات الخشخاش، والمواد المستخلصة من النباتات تندرج تحت تصنيف النبات وفقاً للقاعدة السابعة المذكورة.,No
109,66,أفيوس,,"نبات منشى له ساق مزغب وقضبان دقاق نحو من ثلاثة وفى رأسه كالخيارة
الصغيرة إلى صنوبرية سوداء تفتق عن رطوية كثيرة وهو حار فى الثانية وقيل بارد يابس وقيل
رطب يثئقى المعدة والصدر إذا أكل أعلاه بالقئ والبطن وما فيه إذا أكل ما وستصل بالارض
بالإسهال ومجموعة يفعلهما وأكثر ما يخرج البلغم والصفراء ورطوبة ثمرته تحلل الصلابات
وقيل تلو البياض",330,0.8766,yes,1,"النص يبدأ بوصف الكائن بكلمة ""نبات"" ويفصل أجزاءه من ساق وثمر وجذور بخصائص نباتية واضحة، وهو المعروف علمياً باسم Euphorbia apios.",No
114,67,أقحوان,,"عربى وهو شجرة مريم بالمغرب ورجل الدجاجة والكافورية وبالفارسية
بخشومس وباليونانية أرييانس والكركيس وبالالف المعروف بمصر نوع منه فى الاصح ويسمى
وحده أربيان وأهل مصر يقطعونه بالذهب يوم تاسع عشر الحمل زاعمين أن حامله لا يفرع

6 م © - تذكرة أيثى الألياب - جب ‎١‏ منه الذهب وهى سنة قبطية والأقحوان ترياقى لوقوعه فى يعض أقراص الترياق على الراأس
الصحيح لا من مفرداته الأصلية وأجوده الابيض فالاصفر وأردقؤه الأحمر وهو ينبت بنفسه
وقيل يتتبت ويدرك فى إيار وأجوده للدوائية زهره الاصفر المحيط به الورق الابيض الصغار
المر الثقيل الرائحة ويغش بالمتثور والبابونج والفرق فى تجويف رهره وعدم البزر حار يابس فى
'الثانية يفتح الدد ويدر ما عدا اللبن ويسقط الاجنة ويفتت الحصى من الكلى وينفع من
الاستسقاء والقراقر والنفخ ونفث الدم والسعال والربو خصوصا بالسكنجبين وفرارجه تنقى
وتطيب وريته يصلح الاذن ويحلل الاورام من نحو اللساتين طلاء والإكثار منه يصدع
ويصلحه اللينوفر ويكرب للعدة ويصلحه السكتجبين أو البنفسج وشربته إلى ثلاثة وبدله
البانونج أو الكور جشم",927,0.8705,yes,1,يصف النص بوضوح زهرة الأقحوان وألوانها (الأبيض والأصفر والأحمر) وأجزاءها كالأوراق والزهور، وهي من فصيلة النباتات العشبية المعروفة.,No
115,68,أقاقيا,,"عصارة القرض وتسمى شجرتها الشوكة المصرية لكثرة وجودها بمصر وتؤخذ من
الثمرة بالعصر فتكون ياقوتية قبل نضج الشسرة سوداء بعده وهى باردة فى الثانية وقيل فى
الاولى يابسة فى الشالثة إن لم تغسل وإلا ففى الاولى قابضة تحبس الإسهال والدم مطلقا
والنزلات والمواه عن الاورام وتقوى البدن والاعصاب المترخية من الإعياء وبقايا المررض
وتقطم العرق طلاء مع الورد والآس وتشفى القروح خصوصا من العين وفيها لذع يزول
بالعسل لعدم امتزاج تركيبها وتمنع النتوء حيث كان وحرق النار من التنفط والداحس بالشمع
وتصلح الرحم والمقعدة مطلقا ونتحدث الدد ويصلحها دهن اللوز وشربتها إلى نصف مثقال
وبدلها صندل أبيض أو عدس مقشور",582,0.8705,yes,1,"النص يصف ""الأقاقيا"" بأنها عصارة ثمرة شجرة ""الشوكة المصرية"" (القرض)، والمواد المستخلصة من النباتات تُصنف كنبات وفق القاعدة السابعة.",No
116,68,أقسون,,"بونانى هو رأس الشيخ بالمغرب وهو أشبه شئ بالباذا ورد إلا أنه اقصر وساقه
أغلظ وجوانب أوراقه كالإبر ويقشر طريا ويؤكل فإذا بلغ صار مرا إلى حدة وبزره أصغر من
القرطم حار فى آآخر الثالئة يابس فى الأولى مجرب فى دفع الككزاز والتشنج وأورام العنق
ويوضع على شدخ العضل فيصلحه وبزره بالشراب يدفع السموم ومخلله يقوى الشاهية
ويضر بالكلى ويصلحه الخشخاش وشربته إلى خحمة ويزره إلى آثنين وبدله الشكاعي",381,0.8705,yes,1,"النص يصف كائناً له ساق وأوراق وبذور ويؤكل ويُخلل، وهي أوصاف تنطبق على نبات ""أقسون شوكي"" (Onopordum acanthium).",No
117,68,أقراص الملك,,"وهو الشكلة ويسمى التريمسة وتخبز الغراب وهو ثمر نبات دقيق الساق
والورق أغبر الزهر يخلف ثمرا أبط من الترمس مسئدير ومنه ماله تقعير مر الطعم ينبت
بالهند ربعض أطراف الشام ويدرك فى تمور فى غلف كالباقلاء حار فى أول الثالثة يابس فى
وأول الرابعة يقتل الكلاب وحيا ويخنق ما عداها وهو يحلل الاورام ويسكن الأرجاع ويردع
النوازل طلاء ويهل الاخلاط البلغمية والكيموسات الرديئة من المفاصل فلذلك يشد الظهر
وينفع من النسا والحدية ويفتح الدد وينقى الرئة والمرئ والمعدة بالقئ: أولا وأعماق البدن
بالإسهال ثانيا ولكنه يكرب ويرخى الاأعصاب ويحدث الكل والفتور مم أمن غائلته
ويصلحه التفاح والرمان المز وورق العناب والمصطكى وشربته إلى نصف درهم وإن زاد على
درهم قتل وحكى لى أنه يقوى شهوة الباه ولم أجربه",673,0.8705,yes,1,يصف النص المادة بأنها ثمر لنبات له ساق وورق وأزهار وينمو في غلف (قرون) كالبقوليات، وهي خصائص تشريحية وبيولوجية للنبات.,No
120,69,|كليل الملك,,"نبات سهل الوجود كثير لا يختص بما يزيد عرضه على ميله ويعرف عند
الفلاحين وبالنفل والحنتم ‎٠‏ تعتلفه الدواب فى الربيع عندنا يقوم على ساق إلى نحو ذراع
ومنه ما يبط وفيه عريض الورق ودقيقه وفرفسيرى الزهر وأصفره وأبيضه يخلف ثمرا
مستديرا كالدراهم إذا نفض امتد كالخيوط ومنه ما يخلف قرونا كالحلبة يستقيم بعضها ويعوج
الآخر وداخلها يزر دون الخردل ومنه ما يغلظ ويصير الحب داخله كالاثياف وهذا أقله
والبات يأسره يارد فى الاولى وقيل حار معدل . يحلل الاورام مطلقا ويكن الصداع
والشقيقة . ويحبس النزلات ويزيل الصلابات والقروح إذا طبخ بالتين والعل والبزور
ويسكن المفاصل والتقرس والنا واوجاع الكد والممدة والطحال نطولا وشريا وضمادا وكذا
أمراض المقعدة والرحم وطبيخه يزيل الربو ويتساصل شأفة الفضول اللزجة ويفتت الحصى
وعصارته بالزعقران تسكن كل ضارب مجرب وهو يضر الانثيين ويصلحه العل أو التين أو
الزبيب ويتبغى أن لا يستعمل إلا مع الميفختج وشربته إلى خمة ومن عصارته إلى عشرين
وبدله البابونج",863,0.8659,yes,1,"النص يصف بوضوح كائناً نباتياً له ساق وأوراق وأزهار وثمار ويُعرف بأسماء ""النفل"" و""الحنتم""، وهي أوصاف تنطبق على نبات إكليل الملك (Melilotus).",No
121,69,إكليل الجبل,,"نبات يطول إلى ذراع خشن صلب أوراقه إلى دقة وطول وكشافة وطيب
رائحة ومرلرة بينها زهر إلى بياض وزرقة يخلف ثمرا إلى استدارة ما ويتشقق عن برز صغير
قيل يستنبت بالاسكندرية ويسمى قردمانا ولم يثبت وأجوده ما يؤخذ بحزيران وهو حار يابس
فى الثانية ينفع من الاستقاء والسدد والسيرقان وأوجاع الكبد والطحال ويفتت الحصى ويدر
البول ويحلل الأورام وإذا حشى به اللحم ناب مناب الملح فى دفع فا الرائحة وتلصق
أوراقه على الرمد البارد فيصلحه من وقته ويقلح بالرمد والجيال وهو يصاع المحرور
ويصلحه السكنجبين وشربته إلى خحمة وبدله مثله أفسنتين ونصفه مر",520,0.8659,yes,1,"يصف النص بوضوح خصائص نباتية مثل الأوراق والأزهار والثمار وموعد الحصاد، واسم ""إكليل الجبل"" هو الاسم الشائع لنبات ""حصى البان"" (Rosemary).",No
124,70,أكشوث,,"وبلا همزة نبات بمتد على ما يلاصقه كالخيوط إلى غبرة وحمرة صغير الاوراق
بزهر إلى بياض يخلف بزرا دون المجل مر إلى حرافة حار فى الثانية وقيل بارد فى الأولى
يابس فى آخرها يفتح السدد ويدر ويذهب الليرقان والربو والخناق خصوصا مع المماق
والحميات والمغص والريح وضعف المعدة ويغسئى ويصلحه الكثيرا وشربته مائة إلى خمة
عشر وبزره إلى ثلاثة وإذا طلب منه الحبس قلى ويضر الرئة وتصلحه الهندبا وبدله البادروج
أو اثلثا وزنه أفسنتين",410,0.8658,yes,1,"النص يصف ""الأكشوث"" (المعروف أيضاً بالكشوث أو الحامول) صراحة بأنه نبات يمتد كالخيوط وله أوراق وأزهار وبذور.",No
126,70,أكر البحر,أكروفس | أكرار | أكراز | آكل نفسه,"الكافور لتصعده إذا لم يكن معه الفلفل ويسمى
به النفط أيضا لذهابه إذا لم يكن معه التين ويطلق على الفبيون",102,0.8658,yes,0.95,"أكر البحر هي كرات ليفية تتكون من بقايا أعشاب ""بوسيدونيا"" البحرية (Posidonia oceanica)، وهي كائن نباتي معروف في الطب القديم.",No
131,71,ألنج,,"باللام الاكنة قبل نون مفتوحة يوتانى معناه الاهل ولا اعرف منه إلا بزرا أييض
فيه نكت سود إلى استطالة أدور من الارر قيل إنه أصل نبات دقيق الاق رهره أبيض وله
رءوس كالجزر والثالث درهم كل مرة بثلاث أواق سكنجبين ويسقط المشيمة مجرب",223,0.8655,yes,1,يصف النص بذوراً وجذوراً وأزهاراً لكيان نباتي يشبه الجزر في نموه وشكله.,No
132,71,الومالى,,"باللام لا بالراء كما ذكره بعضهم يونانى معناه العل الشخين ويسمى عسل داود
لانه يقال إنه أول من عرفه وهو كاليعة السائلة يستخرج من ساق شجرة يقال إنها لا توجد
إلا يتدمر وأجوده البراق الثخين والصافى الحلو حار فى الثالثة رطب فى الثانية يزيل اجرب
والقروح وأوجاع المفاصل ويخرج أخلاطا مهولة نتنة وينقى اللزوجات ويكل ويسبت وينوم
وتصلحه الحركة وعدم النوم وشربته إلى ثلاثة اوق بتسع أؤاق ماء عذب ويدله عسل
القرض.",398,0.8655,yes,1,"النص يصف المادة صراحة بأنها تُستخرج من ساق شجرة وتُشبه ""اليعة السائلة""، مما يجعلها مادة نباتية (صمغ أو إفراز نباتي) وفقاً للقاعدة السابعة.",No
133,71,الوتن,,"يونانى ينبت بالعراق واصله يشبه اللق وعصارته حارة حريفة وفروعه دققيقة
صلبة وقشره أسود وزهره ذهبى وهو حار يابس فى الثالشة أو الثانية جلاء مقطع مفتح قد
جرب نفعه من سائر أنواع الجنون وينفع من اليرقان ويخرج الاخلاط اللزجة ويورث السحج
وتصلحه الكثيرا والعناب وشربته من نصف درهم إلى اثنين",280,0.8655,yes,1,يصف النص بوضوح أجزاء نباتية مثل الأصل (الجذر) والفروع والقشر والزهر، مما يؤكد أنه كائن نباتي.,No
135,71,ألسنة العصافير,,"هو ثمر الدردار وحطبه القندول وهو شائك يطول فوق ذراعين طيب
الرائحة أصفر الزهر يدوم على الحر والبرد وله ثمر كمروق الدفلى تملوء رطوبة وحيوان
كالناموس وفيه بزر إلى استطالة حاد حريف سمى ألنة العصاقير لشبهه ويهضم ويحرك
شهوة الباه ويزيد فى الماء ويدر المضلات شربا ويسكن أوجاع المفاصل ضمادا وفرازجه
بالعل والزعفران بعد الظهر تعين على الحبل ويضر الرتة ويصلحه الكثيرا وشربته إلى درهم
وبدله نصف ورنه ئين فيل",396,0.8655,yes,1,النص يصف بوضوح ثمار وأخشاب وأزهار كائن نباتي (شجرة الدردار أو القندول) ويذكر خصائصه المورفولوجية كالبذور والطول.,No
136,71,الفافس,,"بالملعمجمة نوع من العكرش
بالفارسية أردشت والهندية برمون نبات خشن إلى الخشبية وآوراقه مما يلى الاصل متديرة
بينها حب كالترمس داخل غشاءين بين سواد يدرك بحزيران حار يابس فى الثانية أعظم منافعه
البرء من الكلب عن تجربة وينفع من البرد حتى بالنظر إليه كذا قاله الشريف ويجلو الآثار

53",276,0.8655,yes,1,"يصف النص المادة صراحة بأنها ""نبات خشن"" ويذكر أجزاءها كالأوراق والبذور (الحب) وموعد نضجها في حزيران، مما يؤكد أنها كائن نباتي.",No
137,71,الشن,,"بالملعمجمة نوع من العكرش
بالفارسية أردشت والهندية برمون نبات خشن إلى الخشبية وآوراقه مما يلى الاصل متديرة
بينها حب كالترمس داخل غشاءين بين سواد يدرك بحزيران حار يابس فى الثانية أعظم منافعه
البرء من الكلب عن تجربة وينفع من البرد حتى بالنظر إليه كذا قاله الشريف ويجلو الآثار

53 بالعل ويحلل الاورام وله فى تحليل أورام الخصية مع الشوكران أفعال عجيبة ويصدم
المرزنجوش وشربته إلى مثقال وبدله الزاريح المقصقصة بالزيت إلى خمسة قراريط",425,0.8602,yes,1,"النص يصف ""الشن"" صراحة بأنه نبات خشن ذو أوراق وبذور تشبه الترمس، ويحدد وقت نضجه في حزيران ويصنفه كنوع من العكرش.",No
138,72,أملج,,"هو التابر بمصر وبالفارسية إذا تقم باللبن شير أملج لان الشير هو اللبن الحليب
واجوده ما أشسبه الكمثرى الصغير غير الاملس مما يلى عنقه الحديث الضارب إلى الصفرة
والأسود منه ردئ وهو بار فى الثانية يابس فى الثالثة وقيل برده فى الاولى يحبس الفضلات
ويطيب العرق ويقبض ويقوى المعدة حتى إن الشراب المعمول منه ومن الافتين لا يعدله
فى ذلك شئ وفعله فى حدة البصر بالكر ودهن اللوز على الريق رفى قطع الإسهال بماء
السماق وإجلاء البياض بالماء العذب وتقوية الشعر وإنباته بالسرعة مع الآس أكلا وقطورا
ودهنا مجرب الشك فيه إذا طبخ مع ورق الآس حتى ينضج وصفى وطبخ مازه بدهن
كالشيرج والزيت آفاد ما ذكر مع نقوية الاعصاب ودفع الإعياء والتعب وبروز المقعدة والترهل
وأنهض الاطفال برعة ونقى الارحام وجفف البثور وهو يهل البادرين خصوصا اليابس
بخاصية بالغة فلذلك يقرح ويقطم البواسير كيف استعمل وبملع الشيب وانصباب المواد وهو
يولد القولنج ويصلحه دهن اللوز ويضر بالمبرودين ويصلحه الستبل والعسل والطجال
ويصلحه اللبسلاب وشربته من ثلالة إلى خمة ومطبوخا إلى عشرة وبدله فى تقوية المعدة
نصف وزنه أفكتين وربعه أسارون وفى غير ذلك مثله كابلى",993,0.8602,yes,1,الأملج هو ثمرة شجرة معروفة علمياً باسم Phyllanthus emblica (عنب الثعلب الهندي)، ويصفه النص بخصائص فيزيائية وطبية تؤكد كونه كائناً نباتياً.,No
139,72,أمير باربس,,"هو البربايس وبالفارسبة زرشك وبعضهم يسميه عود الريح وبالبربرية أنزار
وهو شجر كالتفاح حجمما وورته كالياسمين لكنه أدق وزهره بين بياض وصفرة وثمره بين
شوك كثبر عليه قشر أسود وداخله بزر صغير يدرك بحزيران وتموز والمستعمل ثمرته وهو بارد
يابس فى الثانية أو يبه فى الأولى فابض يطفئ اللهيب والعطش والحميات الحارة وغليان
الدم ويقوى المعدة جدا وينفع المحرورين بنفه والمبردوين بنحو الدارصينى والعل ويهضم
الطعام إذا شرب بالافتتين ويقوى الكبد ويدرس مع الزعفران فيحلل سائر الصلابات ضمادا
وماؤه يمم الغثيان والقئ وإذا أذ منه ومن حب التفاح بالسوداء وماء الليمون نصف
أحدهما وطبخ بالكر حتى يسعقد كان بادزهر للسموم القتالة ونهش الافاعى والخفقان
والكرب والغثى وضعف الشهوة مجرب وإن أضيف إلى ذلك حماض الاترج واللؤلز
المحلول قام مقام الترياق الكبير فى غالب الأمراض وهو يضر بالريح ويصلحه القرنفل ويعقل
ويصلحه الكر شربته مائة إلى ثمانية عشر وحبه إلى عشرة وبدله مثله وردا أو ثلثاه صندل
أبيض وفى ما لا يسع أنه رأى شجرة بفارس فى منابت الزرشك أعظم منه حجما وحمضا
وأنها تفعل أفعاله لكنها تهل",958,0.8602,yes,1,"النص يصف شجراً له ورق وزهر وثمر، والأسماء المذكورة مثل ""زرشك"" و""عود الريح"" هي مرادفات لنبات البرباريس (Berberis).",No
140,73,أمسوح,,"هو الشيالة بالمغرب ويسمى الأنابيبى وليس هو تمنشى بل هو كثير الفروع من
أصل واحد كالختنصر صلب خشن وفروعه كالقصب فى العقد والفروع وثمره فى حجم
الحمص أحمر فإذا نضج أسود معتدل وقيل بارد فى الاولى يابس فى الثانية ابض يشد
الأعضاء الباطئة شربا ويقوى آلات الغذاء والقلب ويمنم النزلات والقيلة والفتق ومع التين
الربو والسعال ويحمر الالوان ويصفها ويسمن جدا مع الميفختج ويقطع النزف ذرورا فيدمل
أيضا ويجلب إليئا من الاندلس وأظنه لا يجلب من غيرها",431,0.8651,yes,1,النص يصف كائناً له فروع وجذور وثمار كالحمص ويشبه القصب في عقده، وهي سمات نباتية واضحة (يُعرف علمياً بجنس العلندى أو الأفيدرا).,No
141,73,َأم غيلان,,"عربى وباليونانى فينا أربيقى رهى الشوكة المصرية وقد تفى الطلح وهى
أعظم من التفاح حجما فى الشجر شائكة جدا اصلها وصمغها شديد الحمرة وعصارتها
الأفاقيا وهى باردة فى الاولى يابة فى الثانية نقبض وتحبس النزف وتشد الاعضاء ضمادا
وطبيخها يفتح الدد ويصلح السحج وضماد ورقها يجذب الدم إلى ظاهر البدن ويحلل
الصلابات ويدر وكذا صنفها",316,0.8651,yes,1,"النص يصف شجرة شائكة تُعرف بـ ""الطلح"" أو ""الشوكة المصرية"" ويذكر أجزاءها كالأوراق والصمغ والجذور وعصارة ""الأفاقيا""، مما يؤكد أنها كائن نباتي (شجر الأكاسيا).",No
144,73,انجبار,,"معروف غصون دقيقة عن أصل خشبى يطول إلى قامة ويتعلق بما يليه خخصوصا
بالعليق وورقه كالرطبة وزهره أحمر يخلف خراريب كصغار القرظ فيها بزر صغير وفى سائر
أجزائه قبض وحمض وهو غير مختص بزمن بارد يابس فى الثالثة يقطع الدم مطلقا خصوصا

7١ من الصدر والبواسير ويحبس الإسهال المزمن ويقطع اللهيب والحرارة والمرتين وغليان الدم
ويصلح الالوان ويدفع السموم وضعف الشهوة وقروح الرئة وإن افضت إلى الذيول ويدمل
ويحبي النزلات وهو يضر البرودين ويصلحه الزنجبيل وشربته إلى عشرين درهما من
عصارته وخمسة من ورقه وبدله مثله أمير باريس وربعه طين أرمنى",518,0.8727,yes,1,يصف النص كائناً له أغصان وأصل خشبي وأوراق وأزهار وبذور، مما يؤكد أنه نبات (يُعرف علمياً باسم Polygonum bistorta).,No
145,74,انيليس,,"يونانى معناه دواء الرحم وهو تمنشى يشبه ورقه ورق العدس وزهره أحمر
يخلف حبا فى غلف رقيقة حاد الرائحة ومنه صغير لا يرتفع والكل حار فى الاولى يابس فى
الثانية يفتح السدد ويبرئ الفروح وجرب لعسر البول والقسولنج والصرع شريا ويحلل أورام
الرحم بدهن الورد فرزجة",250,0.8727,yes,1,يصف النص كائناً له أوراق وأزهار حمراء وبذور داخل غلف، مما يؤكد أنه نبات (يُعرف علمياً باسم Anagallis arvensis).,No
146,74,انفرا,,"يونانى شجر دون الرمان ورقه كورق اللور وزهره احمر يشبه الجلئار لا يختص
بزمان وكثيرا ما يوجد بالجبال وهو معستدل ملطف خاصته التفريح والتقع مسن الصرع
والتوحش والجنون ويقوم مقام الشراب من غير إزالة للعقل ويقع فى المعاجين الكبار فيقرى
الحواس والذهن وبدله اللجرجير",257,0.8727,yes,1,"يصف النص المادة صراحة بأنها ""شجر"" ويعدد أجزاءها النباتية كالورق والزهر ومكان نموها في الجبال ويحدد لها بديلاً نباتياً وهو الجرجير.",No
147,74,أنف العجل,,"سمى بذلك لشبه ثمرته به فى الهيئة وورقه صغير وزهره فرفيرى وهو حار
يابس فى الأولى أو هو معتدل قد جرب نفعه فى اللسموم وقيل إذا جعل فى دهن السوسن
أورث القبول وطبيخه يحلل الصلابات نطولا ويسكن نهش الهوام ويدرٌ الخيض مجرب",214,0.8727,yes,1,"النص يصف كائناً له أوراق وأزهار وثمار، وهو الاسم القديم لنبات ""حنك السبع"" (Antirrhinum) المعروف بخصائصه الطبية.",No
148,74,انجدان,,"معرب كاف فارسية وبالعراق هو الكاشم والمغرب المحروث منه رومى ينبت
بأرميئية وخراسان وكل أبيض وأسود وأصله اغلظ من الاصابع يتفرع كثير! وأوراقه كصفيحة
محرقة نحيط بجمة ذات زهر أبيض وبينها عاليج تخلف قرون اللوبيا فيها بزر كالعدس أسود
حاد وأبيض لطيف ويدرك ببابه وهو حار يابس فى الشالثة والاييض فى الثانية مقطع ملطف
يحلل الرياح الغليظة ويقطع البلغم وينفع من أوجاع الصدر والسعال وبرد الكبد والمعدة
والامتقاء واليرقان وعسر البول ويدر الحيض واللبن ويذهب النا والمفاصل وإذا سفت
المرأة فى كل يوم من بزره درهما من يوم الطهر إلى سسعة أيام لم تحبل أبدا وأصله يلحم
ويحلل الاورام ويمنع سعى الختازير وإذا على على فخد الحامل الاير وضعت سريعا
ومخلله الكامخ يفتح الشهوة ويهضم ولا عبرة بظهوره فى الحشا فأنه لغوصه وهو يضر
المحرورين ويصلحه الرمان . والمعى ويصلحه الصمغ العربى وشربته إلى مثقالين وبدله
الاسترغار وسياتى ذكر صمغه أعنى الحلتيت",813,0.8727,yes,1,"يصف النص كائناً نباتياً له أصل وأوراق وأزهار وثمار وبذور (بزر)، وهو المعروف علمياً بجنس ""الفرولة"" (Ferula).",No
149,74,انيسون,,"هو الرازيانج الرومى وهو نبات دقيق يطول أكثر من ذراع مريع الساق دقيق
الورق عطرى بلا ثفل يتولد بزره بعد زهره إلى البياض فى غلاف لطيف وأجوده الحديث
الرزين الضارب إلى الصفرة الحريف يدرك بأكتوبر ولا ينمو إلا بكثرة الماء ويكون بحلب كثيرا
وعليه يسقط الطل المعمروف بالمن فيجود وهو حار يابس فى الثانية أو ييه فى الاولى يحلل
النفخ والرياح ويزيل أنواع الصداع البارد خصوصا الشقيقة ولو بخورا وأوجاع الصدر وضيق

7 النفس والإعياء والسعال والاستسقاء والحصا وزعغ الكلى والطحال وحمى البلغم وعطشه
خصوصا مع أصل السوس وشرابه فى ذلك أبلغ ويجلو البل كحلا مجرب ويزيل الصمم
وإذا طبخ بدهن الورد قطورا ويدر الفضلات ودخانه يسقط الاجنة والمشيمة مضغه يذهب
الخفقان وإذا طبخ بالخل حلل الأورام طلاء وقتل القمل نطولا والاستياك به يطيب الفم
ويجلو الأسئان خصوصا إذا حرق وطبيخه بالسكر يحسن الالوان ويزيل الصغار العارض فى
الوجه وبعد الولادة يزيل الخلفة والدم وفرزجته بالعسل تنقى بالغا وهو يضر المعى ويصلحه
الشمار ويصدع المحرور ويصلحه السكنجبين وشربته إلى خمسة وبدله مثله شبت وربعه
رازيانج وفى تهميج الباه مثله أنجره",977,0.8631,yes,1,"يصف النص ""الأنيسون"" صراحةً بأنه نبات دقيق له ساق وأوراق وزهور وبذور، وينمو ويُحصد في أوقات محددة، مما يؤكد أنه كائن نباتي.",No
150,75,أنجره,,"بزر الفريض وهو نبت كثير الوجود صغير الورق مشرف له زهر أصفر يخلف بزرا
أصفر يخلف بزرا أصفر مفرطحا أملس إلى طول دسم الطعم وأجوده الاغير الحديث ويدرك
بحزيران وتموز ونباته إذا لمس البدن أورث الحكة والورم وهو حار يايس فى أول الثالثة يلاف
الأخلاط الغليظة اللزجة وينقى الصدر والرئة وأخلاط المعدة والسدد والطحال والكبد ويدر
الفضلات كلها ويهيج الشهوة جدا ومع بزر الكرنس ولبن الضأن مجرب ويحلل الاورام كلها
مطلعا ويقطع الدم والأواكل والفروح والسرطانات كيف استعمل وهو يضر المعى وتصلحه
الكثير والمتّعدة ويصلحه العناب وشربته إلى ثلاثة وبدله قردمان مثله وثلاثة أمثاله صنوبر",557,0.8631,yes,1,"النص يصف نبات ""أنجره"" (المعروف بالقراص) بوضوح، مع ذكر خصائصه المورفولوجية كالأوراق والزهور والبذور وتأثيره المسبب للحكة عند لمس البدن.",No
151,75,أندرو صارون,,"هو الأهنس والفاس لثبه ورقه بها ويكون بين الحنطة دون ذراع له زهر
إلى الحمرة يخلف غلفا فيه بزر كالخرنوب الشامى يدرك يتموز وهو حار فى الأولى رطب
فيها أو معتدل يفتح السدد ويمنم الحمل احتمالا بعد الطهر قبل الوطء وإذا طبخ فى الزيت
وشرب أسقط الديدان وأذهب الطحال ونفع من عسر النقفس",274,0.8631,yes,1,النص يصف كائناً له ورق وزهر وبزر وينبت بين الحنطة، وهي سمات واضحة للنبات.,No
152,75,أندرو طاليس,,"يونانى ليس هو الحمص البرى وإئما هو نبات كالاشنان بلا ورق شديد
الحمرة له غلف داخلها بزر حادٌ حريف مر يكون بالرمال والسباح تسميه بعض المغارقة الملاح
والكلخ بكسر وسكون وهو حار يابس فى أوائل الثالثة قد جرب فى النفع من الاستقاء
والنقرس وعسر البول والخصى شربا وطلاء وجلوسا فى طبيخه",275,0.8631,yes,1,"يصف النص الكائن صراحة بأنه ""نبات"" ويوضح سماته النباتية مثل وجود الغلف والبذور وطريقة نموه في الرمال والسباخ.",No
153,75,أنا غالس,,"يونانى نبات صخرى دفيق الاوراق تمنشى الذكر منه أحمر الزهر والأنثى
لازوردية وله بزر كالخشخاش لكن شديد الحدة والمرارة وليس هو آذان المار ولا حشيشة
الزجاج وهو حار يابس فى آخسر الثالثة يقطع البردين وأصراضهما وينقى الدماغ بالغا ويفتح
الدد ويتفع وجع الأسئان سعوطا مخالما ويسكن المغص وينقى الرحم ويجلو الآثار طلاء
ويضر بالسحج ويصلحه ويكسر حدئه للاكتحال به فى الجرب والكمتة والكمنة والسبل
والعشا وشربته إلى نصف مثقال وبدله الغرطنيئا",423,0.8631,yes,1,"يصف النص بوضوح خصائص نباتية مثل الأوراق والأزهار والبذور، والاسم ""أنا غالس"" هو التعريب للاسم العلمي (Anagallis) لنبات عين الجمل أو أناغالس.",No
